index,img_id,img_path,qu_id,qu_sentence,qu_tokens,all_ans,valid_ans
3091,1013,preprocessed/img\img_train\abstract_v002_train2015_000000001013.png,10131,Is the raccoon awake?,"['is', 'the', 'raccoon', 'awake', '?']",['no'],['no']
3092,1013,preprocessed/img\img_train\abstract_v002_train2015_000000001013.png,10132,Is the girl holding her dad's hand?,"['is', 'the', 'girl', 'holding', 'her', 'dad', ""'"", 's', 'hand', '?']","['yes', 'no']","['yes', 'no']"
3093,617,preprocessed/img\img_train\abstract_v002_train2015_000000000617.png,6170,Which side of the seesaw is down?,"['which', 'side', 'of', 'the', 'seesaw', 'is', 'down', '?']","['right', 'right side']","['right', 'right side']"
3094,617,preprocessed/img\img_train\abstract_v002_train2015_000000000617.png,6171,Is there a metal slide in this playground?,"['is', 'there', 'a', 'metal', 'slide', 'in', 'this', 'playground', '?']",['yes'],['yes']
3095,617,preprocessed/img\img_train\abstract_v002_train2015_000000000617.png,6172,What is the sand in?,"['what', 'is', 'the', 'sand', 'in', '?']","['box', 'sandbox']","['box', 'sandbox']"
3096,2461,preprocessed/img\img_train\abstract_v002_train2015_000000002461.png,24610,Are the animals allowed on the furniture?,"['are', 'the', 'animals', 'allowed', 'on', 'the', 'furniture', '?']","['yes', 'no']","['yes', 'no']"
3097,2461,preprocessed/img\img_train\abstract_v002_train2015_000000002461.png,24611,How many pets does this man have?,"['how', 'many', 'pets', 'does', 'this', 'man', 'have', '?']",['2'],['2']
3098,2461,preprocessed/img\img_train\abstract_v002_train2015_000000002461.png,24612,Where is the man sitting beside the cat?,"['where', 'is', 'the', 'man', 'sitting', 'beside', 'the', 'cat', '?']","['on sofa', 'cat', ""to cat's left"", 'couch', 'on couch']","['couch', 'on sofa', 'cat', 'on couch']"
3099,1210,preprocessed/img\img_train\abstract_v002_train2015_000000001210.png,12100,How many white ducks are currently in the pond?,"['how', 'many', 'white', 'ducks', 'are', 'currently', 'in', 'the', 'pond', '?']","['1', '2']","['1', '2']"
3100,1210,preprocessed/img\img_train\abstract_v002_train2015_000000001210.png,12101,How many birds in this picture are not ducks?,"['how', 'many', 'birds', 'in', 'this', 'picture', 'are', 'not', 'ducks', '?']","['4', '1', '2', '3']","['4', '1', '2', '3']"
3101,1210,preprocessed/img\img_train\abstract_v002_train2015_000000001210.png,12102,How many trees in the picture?,"['how', 'many', 'trees', 'in', 'the', 'picture', '?']",['2'],['2']
3102,3813,preprocessed/img\img_train\abstract_v002_train2015_000000003813.png,38130,Is this woman meditating?,"['is', 'this', 'woman', 'meditating', '?']","['yes', 'no']","['yes', 'no']"
3103,3813,preprocessed/img\img_train\abstract_v002_train2015_000000003813.png,38131,What color is the tree?,"['what', 'color', 'is', 'the', 'tree', '?']",['green'],['green']
3104,3813,preprocessed/img\img_train\abstract_v002_train2015_000000003813.png,38132,How did the woman get here?,"['how', 'did', 'the', 'woman', 'get', 'here', '?']","['bicycle', 'bike']","['bicycle', 'bike']"
3105,1781,preprocessed/img\img_train\abstract_v002_train2015_000000001781.png,17810,Are the rabbits on the sidewalk?,"['are', 'the', 'rabbits', 'on', 'the', 'sidewalk', '?']",['no'],['no']
3106,1781,preprocessed/img\img_train\abstract_v002_train2015_000000001781.png,17811,Are the rabbits hiding?,"['are', 'the', 'rabbits', 'hiding', '?']","['1 is hiding', 'yes']","['1 is hiding', 'yes']"
3107,1781,preprocessed/img\img_train\abstract_v002_train2015_000000001781.png,17812,Is the weather sunny?,"['is', 'the', 'weather', 'sunny', '?']",['yes'],['yes']
3108,2052,preprocessed/img\img_train\abstract_v002_train2015_000000002052.png,20520,What direction is the dog looking?,"['what', 'direction', 'is', 'the', 'dog', 'looking', '?']","['behind him', 'behind', 'to right', 'backwards', 'right', 'to his left', 'right side']","['behind him', 'to right', 'behind', 'backwards', 'right', 'to his left', 'right side']"
3109,2052,preprocessed/img\img_train\abstract_v002_train2015_000000002052.png,20521,Where is the rug?,"['where', 'is', 'the', 'rug', '?']","['middle of floor', 'floor', 'on floor', 'center', 'under coat rack', 'under', 'under hat stand']","['middle of floor', 'under hat stand', 'center', 'on floor', 'floor', 'under coat rack', 'under']"
3110,2052,preprocessed/img\img_train\abstract_v002_train2015_000000002052.png,20522,Is the small white dog messy?,"['is', 'the', 'small', 'white', 'dog', 'messy', '?']",['no'],['no']
3111,3687,preprocessed/img\img_train\abstract_v002_train2015_000000003687.png,36872,Do think picture of a woman hanging on the wall be seen if the door is open all the way?,"['do', 'think', 'picture', 'of', 'a', 'woman', 'hanging', 'on', 'the', 'wall', 'be', 'seen', 'if', 'the', 'door', 'is', 'open', 'all', 'the', 'way', '?']","['yes', 'no']","['yes', 'no']"
3112,3687,preprocessed/img\img_train\abstract_v002_train2015_000000003687.png,36870,How many people are there?,"['how', 'many', 'people', 'are', 'there', '?']",['1'],['1']
3113,3687,preprocessed/img\img_train\abstract_v002_train2015_000000003687.png,36871,What is under the man's feet?,"['what', 'is', 'under', 'the', 'man', ""'"", 's', 'feet', '?']",['stool'],['stool']
3114,1132,preprocessed/img\img_train\abstract_v002_train2015_000000001132.png,11320,Where is the book?,"['where', 'is', 'the', 'book', '?']","[""man's lap"", 'lap', 'in his lap', ""on man's lap"", ""man's hands""]","['in his lap', 'lap']"
3115,1132,preprocessed/img\img_train\abstract_v002_train2015_000000001132.png,11321,What color is the book?,"['what', 'color', 'is', 'the', 'book', '?']",['red'],['red']
3116,1132,preprocessed/img\img_train\abstract_v002_train2015_000000001132.png,11322,What is the dog doing?,"['what', 'is', 'the', 'dog', 'doing', '?']",['sleeping'],['sleeping']
3117,1605,preprocessed/img\img_train\abstract_v002_train2015_000000001605.png,16050,What toy is the boy holding?,"['what', 'toy', 'is', 'the', 'boy', 'holding', '?']","['robot', 'doll', 'boy is holding robot']","['robot', 'boy is holding robot', 'doll']"
3118,1605,preprocessed/img\img_train\abstract_v002_train2015_000000001605.png,16051,Does the cat seem interested in the robot?,"['does', 'the', 'cat', 'seem', 'interested', 'in', 'the', 'robot', '?']",['no'],['no']
3119,1605,preprocessed/img\img_train\abstract_v002_train2015_000000001605.png,16052,Is the boy allergic to the cat?,"['is', 'the', 'boy', 'allergic', 'to', 'the', 'cat', '?']",['no'],['no']
3120,1121,preprocessed/img\img_train\abstract_v002_train2015_000000001121.png,11210,Did the people abandon the house?,"['did', 'the', 'people', 'abandon', 'the', 'house', '?']","['yes', 'no']","['yes', 'no']"
3121,1121,preprocessed/img\img_train\abstract_v002_train2015_000000001121.png,11211,What color is the couch?,"['what', 'color', 'is', 'the', 'couch', '?']","['red', 'brown']","['red', 'brown']"
3122,1121,preprocessed/img\img_train\abstract_v002_train2015_000000001121.png,11212,What is on the bookshelf?,"['what', 'is', 'on', 'the', 'bookshelf', '?']",['nothing'],['nothing']
3123,141,preprocessed/img\img_train\abstract_v002_train2015_000000000141.png,1410,What is the yellow dog doing?,"['what', 'is', 'the', 'yellow', 'dog', 'doing', '?']","['jumping', 'jumping up']","['jumping', 'jumping up']"
3124,141,preprocessed/img\img_train\abstract_v002_train2015_000000000141.png,1411,What is the red object near the man's arm?,"['what', 'is', 'the', 'red', 'object', 'near', 'the', 'man', ""'"", 's', 'arm', '?']","['cd', 'yes', 'book']","['cd', 'yes', 'book']"
3125,141,preprocessed/img\img_train\abstract_v002_train2015_000000000141.png,1412,How many cushions are on the couch?,"['how', 'many', 'cushions', 'are', 'on', 'the', 'couch', '?']","['4', '1', '2']","['4', '1', '2']"
3126,40,preprocessed/img\img_train\abstract_v002_train2015_000000000040.png,400,Where is the man sitting?,"['where', 'is', 'the', 'man', 'sitting', '?']","['sofa', 'on sofa', 'on loveseat', 'couch', 'on couch']","['sofa', 'on sofa', 'on loveseat', 'couch', 'on couch']"
3127,40,preprocessed/img\img_train\abstract_v002_train2015_000000000040.png,401,Is the picture evenly placed on the wall?,"['is', 'the', 'picture', 'evenly', 'placed', 'on', 'the', 'wall', '?']","['yes', 'no']","['yes', 'no']"
3128,40,preprocessed/img\img_train\abstract_v002_train2015_000000000040.png,402,Are the kids urgently trying to explain something to their dad?,"['are', 'the', 'kids', 'urgently', 'trying', 'to', 'explain', 'something', 'to', 'their', 'dad', '?']",['yes'],['yes']
3129,2552,preprocessed/img\img_train\abstract_v002_train2015_000000002552.png,25520,What are the little boy and girl doing with their hands?,"['what', 'are', 'the', 'little', 'boy', 'and', 'girl', 'doing', 'with', 'their', 'hands', '?']","['playing ball', 'playing baseball', 'boy is throwing ball and girl is swinging bat', 'playing']","['playing ball', 'playing baseball', 'boy is throwing ball and girl is swinging bat', 'playing']"
3130,2552,preprocessed/img\img_train\abstract_v002_train2015_000000002552.png,25521,Is there just 2 kids at the park?,"['is', 'there', 'just', '2', 'kids', 'at', 'the', 'park', '?']",['yes'],['yes']
3131,2552,preprocessed/img\img_train\abstract_v002_train2015_000000002552.png,25522,Is it sunny in the picture?,"['is', 'it', 'sunny', 'in', 'the', 'picture', '?']","['yes', 'no']","['yes', 'no']"
3132,1346,preprocessed/img\img_train\abstract_v002_train2015_000000001346.png,13460,Is the bench comfortable?,"['is', 'the', 'bench', 'comfortable', '?']","['yes', 'unknown', 'no']","['yes', 'unknown', 'no']"
3133,1346,preprocessed/img\img_train\abstract_v002_train2015_000000001346.png,13461,Is anyone fishing in the pond?,"['is', 'anyone', 'fishing', 'in', 'the', 'pond', '?']",['no'],['no']
3134,1346,preprocessed/img\img_train\abstract_v002_train2015_000000001346.png,13462,What expression is on the man's face?,"['what', 'expression', 'is', 'on', 'the', 'man', ""'"", 's', 'face', '?']","['happy', 'happiness', 'smile', 'joy', 'smiling']","['happy', 'happiness', 'smile', 'joy', 'smiling']"
3135,948,preprocessed/img\img_train\abstract_v002_train2015_000000000948.png,9480,What is on the stool?,"['what', 'is', 'on', 'the', 'stool', '?']","['potted plant', 'plant']","['potted plant', 'plant']"
3136,948,preprocessed/img\img_train\abstract_v002_train2015_000000000948.png,9481,How many books?,"['how', 'many', 'books', '?']",['2'],['2']
3137,948,preprocessed/img\img_train\abstract_v002_train2015_000000000948.png,9482,What kind of animal is in photo?,"['what', 'kind', 'of', 'animal', 'is', 'in', 'photo', '?']",['dog'],['dog']
3138,3564,preprocessed/img\img_train\abstract_v002_train2015_000000003564.png,35640,How many chairs are at the table?,"['how', 'many', 'chairs', 'are', 'at', 'the', 'table', '?']",['1'],['1']
3139,3564,preprocessed/img\img_train\abstract_v002_train2015_000000003564.png,35641,"According to looking out the window, is it daytime or nighttime?","['according', 'to', 'looking', 'out', 'the', 'window', ',', 'is', 'it', 'daytime', 'or', 'nighttime', '?']","['daytime', 'day']","['daytime', 'day']"
3140,3564,preprocessed/img\img_train\abstract_v002_train2015_000000003564.png,35642,Is the old man wanting to drink the whole bottle?,"['is', 'the', 'old', 'man', 'wanting', 'to', 'drink', 'the', 'whole', 'bottle', '?']","['yes', 'no']","['yes', 'no']"
3141,480,preprocessed/img\img_train\abstract_v002_train2015_000000000480.png,4800,Is the girl handing the woman the book?,"['is', 'the', 'girl', 'handing', 'the', 'woman', 'the', 'book', '?']","['yes', 'no']","['yes', 'no']"
3142,480,preprocessed/img\img_train\abstract_v002_train2015_000000000480.png,4801,How many pictures are on the wall?,"['how', 'many', 'pictures', 'are', 'on', 'the', 'wall', '?']",['1'],['1']
3143,480,preprocessed/img\img_train\abstract_v002_train2015_000000000480.png,4802,Does the wall have strips?,"['does', 'the', 'wall', 'have', 'strips', '?']","['yes', 'no']","['yes', 'no']"
3144,765,preprocessed/img\img_train\abstract_v002_train2015_000000000765.png,7650,Is there anybody with the old man?,"['is', 'there', 'anybody', 'with', 'the', 'old', 'man', '?']",['no'],['no']
3145,765,preprocessed/img\img_train\abstract_v002_train2015_000000000765.png,7651,Is the old man stumbling?,"['is', 'the', 'old', 'man', 'stumbling', '?']","['yes', 'no']","['yes', 'no']"
3146,765,preprocessed/img\img_train\abstract_v002_train2015_000000000765.png,7652,How many clouds are visible?,"['how', 'many', 'clouds', 'are', 'visible', '?']",['3'],['3']
3147,1565,preprocessed/img\img_train\abstract_v002_train2015_000000001565.png,15650,Where is the couch?,"['where', 'is', 'the', 'couch', '?']","['living room', 'in living room', 'center', 'wall', 'between windows', 'against wall']","['living room', 'in living room', 'center', 'wall', 'between windows', 'against wall']"
3148,1565,preprocessed/img\img_train\abstract_v002_train2015_000000001565.png,15651,How many pillows on the couch?,"['how', 'many', 'pillows', 'on', 'the', 'couch', '?']",['2'],['2']
3149,1565,preprocessed/img\img_train\abstract_v002_train2015_000000001565.png,15652,Are the windows draped the same?,"['are', 'the', 'windows', 'draped', 'the', 'same', '?']","['yes', 'no']","['yes', 'no']"
3150,2438,preprocessed/img\img_train\abstract_v002_train2015_000000002438.png,24380,What color shoes is the guy wearing?,"['what', 'color', 'shoes', 'is', 'the', 'guy', 'wearing', '?']","['black', 'brown']","['black', 'brown']"
3151,2438,preprocessed/img\img_train\abstract_v002_train2015_000000002438.png,24381,How many fish are in the pond?,"['how', 'many', 'fish', 'are', 'in', 'the', 'pond', '?']",['3'],['3']
3152,2438,preprocessed/img\img_train\abstract_v002_train2015_000000002438.png,24382,What is in the pond?,"['what', 'is', 'in', 'the', 'pond', '?']","['fish', '3 fish', 'koi fish']","['fish', 'koi fish', '3 fish']"
3153,3917,preprocessed/img\img_train\abstract_v002_train2015_000000003917.png,39170,What fruit is on the blanket?,"['what', 'fruit', 'is', 'on', 'the', 'blanket', '?']",['watermelon'],['watermelon']
3154,3917,preprocessed/img\img_train\abstract_v002_train2015_000000003917.png,39171,What is the white animal?,"['what', 'is', 'the', 'white', 'animal', '?']","['rabbit', 'bunny']","['rabbit', 'bunny']"
3155,3917,preprocessed/img\img_train\abstract_v002_train2015_000000003917.png,39172,What dessert is on the blanket?,"['what', 'dessert', 'is', 'on', 'the', 'blanket', '?']",['pie'],['pie']
3156,1775,preprocessed/img\img_train\abstract_v002_train2015_000000001775.png,17752,Is the picture of the lady a relative?,"['is', 'the', 'picture', 'of', 'the', 'lady', 'a', 'relative', '?']","['yes', 'my best guess is no']","['yes', 'my best guess is no']"
3157,1775,preprocessed/img\img_train\abstract_v002_train2015_000000001775.png,17750,What is in her hand?,"['what', 'is', 'in', 'her', 'hand', '?']","['glass', 'remote', 'paper', 'nothing', 'wiimote', 'cup']","['glass', 'remote', 'paper', 'nothing', 'wiimote', 'cup']"
3158,1775,preprocessed/img\img_train\abstract_v002_train2015_000000001775.png,17751,Is the TV on?,"['is', 'the', 'tv', 'on', '?']","['yes', 'no']","['yes', 'no']"
3159,944,preprocessed/img\img_train\abstract_v002_train2015_000000000944.png,9440,Is there a fireplace?,"['is', 'there', 'a', 'fireplace', '?']",['no'],['no']
3160,944,preprocessed/img\img_train\abstract_v002_train2015_000000000944.png,9441,What are they drinking?,"['what', 'are', 'they', 'drinking', '?']",['tea'],['tea']
3161,944,preprocessed/img\img_train\abstract_v002_train2015_000000000944.png,9442,Is the table between the windows?,"['is', 'the', 'table', 'between', 'the', 'windows', '?']",['yes'],['yes']
3162,498,preprocessed/img\img_train\abstract_v002_train2015_000000000498.png,4980,What is in the water?,"['what', 'is', 'in', 'the', 'water', '?']",['nothing'],['nothing']
3163,498,preprocessed/img\img_train\abstract_v002_train2015_000000000498.png,4981,What is the man in blue shirt sitting on?,"['what', 'is', 'the', 'man', 'in', 'blue', 'shirt', 'sitting', 'on', '?']",['log'],['log']
3164,498,preprocessed/img\img_train\abstract_v002_train2015_000000000498.png,4982,Are there any flowers?,"['are', 'there', 'any', 'flowers', '?']",['no'],['no']
3165,3490,preprocessed/img\img_train\abstract_v002_train2015_000000003490.png,34900,How are the paintings positioned?,"['how', 'are', 'the', 'paintings', 'positioned', '?']","['yes', 'straight', 'centered between windows', 'center', 'vertical', 'between windows', 'horizontally', 'above each other']","['yes', 'straight', 'centered between windows', 'center', 'vertical', 'between windows', 'horizontally', 'above each other']"
3166,3490,preprocessed/img\img_train\abstract_v002_train2015_000000003490.png,34901,Do the windows match?,"['do', 'the', 'windows', 'match', '?']",['yes'],['yes']
3167,3490,preprocessed/img\img_train\abstract_v002_train2015_000000003490.png,34902,Are the curtains the full length of the wall?,"['are', 'the', 'curtains', 'the', 'full', 'length', 'of', 'the', 'wall', '?']",['no'],['no']
3168,3412,preprocessed/img\img_train\abstract_v002_train2015_000000003412.png,34120,Is the little girl laughing?,"['is', 'the', 'little', 'girl', 'laughing', '?']",['yes'],['yes']
3169,3412,preprocessed/img\img_train\abstract_v002_train2015_000000003412.png,34121,Is the girl holding a soda?,"['is', 'the', 'girl', 'holding', 'a', 'soda', '?']",['no'],['no']
3170,3412,preprocessed/img\img_train\abstract_v002_train2015_000000003412.png,34122,How many pictures are on the wall?,"['how', 'many', 'pictures', 'are', 'on', 'the', 'wall', '?']",['2'],['2']
3171,3866,preprocessed/img\img_train\abstract_v002_train2015_000000003866.png,38660,Is the boy scared of the kitten?,"['is', 'the', 'boy', 'scared', 'of', 'the', 'kitten', '?']","['yes', 'no']","['yes', 'no']"
3172,3866,preprocessed/img\img_train\abstract_v002_train2015_000000003866.png,38661,Is the woman laughing?,"['is', 'the', 'woman', 'laughing', '?']","['yes', 'no']","['yes', 'no']"
3173,3866,preprocessed/img\img_train\abstract_v002_train2015_000000003866.png,38662,Is the boy sitting in a chair?,"['is', 'the', 'boy', 'sitting', 'in', 'a', 'chair', '?']",['yes'],['yes']
3174,3171,preprocessed/img\img_train\abstract_v002_train2015_000000003171.png,31712,Is the dog warm?,"['is', 'the', 'dog', 'warm', '?']",['yes'],['yes']
3175,3171,preprocessed/img\img_train\abstract_v002_train2015_000000003171.png,31710,What is shaped like a triangle?,"['what', 'is', 'shaped', 'like', 'a', 'triangle', '?']","['piece of pie', 'pie', 'sandwich', 'logs']","['piece of pie', 'pie', 'sandwich', 'logs']"
3176,3171,preprocessed/img\img_train\abstract_v002_train2015_000000003171.png,31711,What color is the rug?,"['what', 'color', 'is', 'the', 'rug', '?']","['red', 'red and gold']","['red', 'red and gold']"
3177,3789,preprocessed/img\img_train\abstract_v002_train2015_000000003789.png,37890,How many televisions?,"['how', 'many', 'televisions', '?']",['1'],['1']
3178,3789,preprocessed/img\img_train\abstract_v002_train2015_000000003789.png,37891,Is the woman watching a scary movie?,"['is', 'the', 'woman', 'watching', 'a', 'scary', 'movie', '?']","['yes', 'no']","['yes', 'no']"
3179,3789,preprocessed/img\img_train\abstract_v002_train2015_000000003789.png,37892,Is there alcohol in the glass?,"['is', 'there', 'alcohol', 'in', 'the', 'glass', '?']",['no'],['no']
3180,2272,preprocessed/img\img_train\abstract_v002_train2015_000000002272.png,22720,What are the two ladies doing at the table?,"['what', 'are', 'the', 'two', 'ladies', 'doing', 'at', 'the', 'table', '?']","['about to sit down', 'sitting down', 'having dinner', 'standing', 'walking up to', 'eating', 'pulling out chairs to sit down']","['about to sit down', 'sitting down', 'having dinner', 'standing', 'walking up to', 'eating', 'pulling out chairs to sit down']"
3181,2272,preprocessed/img\img_train\abstract_v002_train2015_000000002272.png,22721,Are these ladies expecting a guest?,"['are', 'these', 'ladies', 'expecting', 'a', 'guest', '?']",['yes'],['yes']
3182,2272,preprocessed/img\img_train\abstract_v002_train2015_000000002272.png,22722,Why do the women match?,"['why', 'do', 'the', 'women', 'match', '?']","['for fun', 'they like red', 'twins', 'just do', 'sisters', 'clothes', 'they want to', 'same pants', ""they don't match"", 'related']","['for fun', 'they like red', 'twins', 'just do', 'sisters', 'clothes', 'they want to', 'same pants', 'related']"
3183,1363,preprocessed/img\img_train\abstract_v002_train2015_000000001363.png,13632,Is the girl laughing at the boy?,"['is', 'the', 'girl', 'laughing', 'at', 'the', 'boy', '?']","['yes', 'no', 'maybe']","['yes', 'no', 'maybe']"
3184,1363,preprocessed/img\img_train\abstract_v002_train2015_000000001363.png,13630,Is the room warm?,"['is', 'the', 'room', 'warm', '?']",['yes'],['yes']
3185,1363,preprocessed/img\img_train\abstract_v002_train2015_000000001363.png,13631,What is on the table?,"['what', 'is', 'on', 'the', 'table', '?']","['food', 'plate of food', 'plate of cookies', 'cheese']","['food', 'plate of food', 'plate of cookies', 'cheese']"
3186,1543,preprocessed/img\img_train\abstract_v002_train2015_000000001543.png,15432,Will the boy in the red shirt need to move to watch the TV?,"['will', 'the', 'boy', 'in', 'the', 'red', 'shirt', 'need', 'to', 'move', 'to', 'watch', 'the', 'tv', '?']",['yes'],['yes']
3187,1543,preprocessed/img\img_train\abstract_v002_train2015_000000001543.png,15430,Is the teddy bear about to fall off of the chair's armrest?,"['is', 'the', 'teddy', 'bear', 'about', 'to', 'fall', 'off', 'of', 'the', 'chair', ""'"", 's', 'armrest', '?']","['yes', 'no']","['yes', 'no']"
3188,1543,preprocessed/img\img_train\abstract_v002_train2015_000000001543.png,15431,Will the baby turn the TV on?,"['will', 'the', 'baby', 'turn', 'the', 'tv', 'on', '?']",['no'],['no']
3189,2977,preprocessed/img\img_train\abstract_v002_train2015_000000002977.png,29770,Does the couch match the rug?,"['does', 'the', 'couch', 'match', 'the', 'rug', '?']",['yes'],['yes']
3190,2977,preprocessed/img\img_train\abstract_v002_train2015_000000002977.png,29771,Is it daytime?,"['is', 'it', 'daytime', '?']",['yes'],['yes']
3191,2977,preprocessed/img\img_train\abstract_v002_train2015_000000002977.png,29772,What type of furniture is shown?,"['what', 'type', 'of', 'furniture', 'is', 'shown', '?']","['living room', 'couch and ottoman', 'house', 'couch, chairs, foot stool', 'chair, couch, footstool', 'chairs, sofa, stool, ottoman', 'sofa and chairs', 'seating', 'couch chairs']","['living room', 'couch and ottoman', 'house', 'sofa and chairs', 'seating', 'couch chairs']"
3192,3306,preprocessed/img\img_train\abstract_v002_train2015_000000003306.png,33060,What is the man on the couch doing with the baby?,"['what', 'is', 'the', 'man', 'on', 'the', 'couch', 'doing', 'with', 'the', 'baby', '?']","['holding him', 'sitting down', 'he is being playful with baby', 'holding', 'sitting', 'playing']","['holding him', 'sitting down', 'he is being playful with baby', 'holding', 'sitting', 'playing']"
3193,3306,preprocessed/img\img_train\abstract_v002_train2015_000000003306.png,33061,What is the name of the toy that looks like a horse?,"['what', 'is', 'the', 'name', 'of', 'the', 'toy', 'that', 'looks', 'like', 'a', 'horse', '?']","['hobby horse', 'rocking horse', 'rocking pony']","['hobby horse', 'rocking horse', 'rocking pony']"
3194,3306,preprocessed/img\img_train\abstract_v002_train2015_000000003306.png,33062,How is the room warmed?,"['how', 'is', 'the', 'room', 'warmed', '?']","['fireplace', 'fire']","['fireplace', 'fire']"
3195,3214,preprocessed/img\img_train\abstract_v002_train2015_000000003214.png,32140,How many books are on the bookcase?,"['how', 'many', 'books', 'are', 'on', 'the', 'bookcase', '?']",['0'],['0']
3196,3214,preprocessed/img\img_train\abstract_v002_train2015_000000003214.png,32141,Does this woman have long hair?,"['does', 'this', 'woman', 'have', 'long', 'hair', '?']",['no'],['no']
3197,3214,preprocessed/img\img_train\abstract_v002_train2015_000000003214.png,32142,What color shirt is the girl in the picture wearing?,"['what', 'color', 'shirt', 'is', 'the', 'girl', 'in', 'the', 'picture', 'wearing', '?']","['tan', 'beige', 'gray', 'blue', 'brown']","['tan', 'beige', 'gray', 'blue', 'brown']"
3198,1743,preprocessed/img\img_train\abstract_v002_train2015_000000001743.png,17432,What is the woman doing?,"['what', 'is', 'the', 'woman', 'doing', '?']","['standing in park', 'walking', 'singing', 'standing', 'stretching', 'standing still with mouth open', 'smiling']","['standing in park', 'walking', 'singing', 'standing', 'stretching', 'standing still with mouth open', 'smiling']"
3199,1743,preprocessed/img\img_train\abstract_v002_train2015_000000001743.png,17430,Where is the blanket?,"['where', 'is', 'the', 'blanket', '?']","['left side of photo', 'ground', 'next to tree', 'underneath cat', 'on ground', 'on grass']","['left side of photo', 'ground', 'next to tree', 'underneath cat', 'on ground', 'on grass']"
3200,1743,preprocessed/img\img_train\abstract_v002_train2015_000000001743.png,17431,Is there food on the blanket?,"['is', 'there', 'food', 'on', 'the', 'blanket', '?']",['no'],['no']
3201,2250,preprocessed/img\img_train\abstract_v002_train2015_000000002250.png,22500,How many spokes in each bike tire?,"['how', 'many', 'spokes', 'in', 'each', 'bike', 'tire', '?']","['5', '6']","['5', '6']"
3202,2250,preprocessed/img\img_train\abstract_v002_train2015_000000002250.png,22501,Does she know how to ride a bike?,"['does', 'she', 'know', 'how', 'to', 'ride', 'a', 'bike', '?']",['yes'],['yes']
3203,2250,preprocessed/img\img_train\abstract_v002_train2015_000000002250.png,22502,Is the bird flying?,"['is', 'the', 'bird', 'flying', '?']",['yes'],['yes']
3204,2343,preprocessed/img\img_train\abstract_v002_train2015_000000002343.png,23432,Is the man watching TV?,"['is', 'the', 'man', 'watching', 'tv', '?']",['no'],['no']
3205,2343,preprocessed/img\img_train\abstract_v002_train2015_000000002343.png,23430,What color is the tablecloth?,"['what', 'color', 'is', 'the', 'tablecloth', '?']",['white'],['white']
3206,2343,preprocessed/img\img_train\abstract_v002_train2015_000000002343.png,23431,Is he sitting on the cushion or on the arm of the chair?,"['is', 'he', 'sitting', 'on', 'the', 'cushion', 'or', 'on', 'the', 'arm', 'of', 'the', 'chair', '?']","['arm', 'cushion']","['cushion', 'arm']"
3207,3547,preprocessed/img\img_train\abstract_v002_train2015_000000003547.png,35472,Are the deer babies?,"['are', 'the', 'deer', 'babies', '?']","['yes', 'no', 'maybe']","['yes', 'no', 'maybe']"
3208,3547,preprocessed/img\img_train\abstract_v002_train2015_000000003547.png,35470,How many deer are on the right side?,"['how', 'many', 'deer', 'are', 'on', 'the', 'right', 'side', '?']",['3'],['3']
3209,3547,preprocessed/img\img_train\abstract_v002_train2015_000000003547.png,35471,Who is the child waving at?,"['who', 'is', 'the', 'child', 'waving', 'at', '?']",['deer'],['deer']
3210,2471,preprocessed/img\img_train\abstract_v002_train2015_000000002471.png,24712,Does this look like a family?,"['does', 'this', 'look', 'like', 'a', 'family', '?']",['yes'],['yes']
3211,2471,preprocessed/img\img_train\abstract_v002_train2015_000000002471.png,24710,How many people are at the park?,"['how', 'many', 'people', 'are', 'at', 'the', 'park', '?']",['5'],['5']
3212,2471,preprocessed/img\img_train\abstract_v002_train2015_000000002471.png,24711,How many things are red?,"['how', 'many', 'things', 'are', 'red', '?']","['4', '5', '3']","['4', '5', '3']"
3213,1153,preprocessed/img\img_train\abstract_v002_train2015_000000001153.png,11530,Is the boy conversing with the robot?,"['is', 'the', 'boy', 'conversing', 'with', 'the', 'robot', '?']",['yes'],['yes']
3214,1153,preprocessed/img\img_train\abstract_v002_train2015_000000001153.png,11531,Why is there no sofa in this room?,"['why', 'is', 'there', 'no', 'sofa', 'in', 'this', 'room', '?']","['not living room', 'decor', 'just moved in', 'chairs', 'chose not to have it', 'bankruptcy', ""it's being cleaned"", ""they haven't moved it in yet"", ""owner hasn't buy it yet"", 'moved it']","['not living room', 'decor', 'just moved in', 'chose not to have it', 'bankruptcy', 'chairs', 'moved it']"
3215,1153,preprocessed/img\img_train\abstract_v002_train2015_000000001153.png,11532,What is the boy doing?,"['what', 'is', 'the', 'boy', 'doing', '?']","['sitting', 'relaxing']","['sitting', 'relaxing']"
3216,1032,preprocessed/img\img_train\abstract_v002_train2015_000000001032.png,10320,What color is the doll's hair?,"['what', 'color', 'is', 'the', 'doll', ""'"", 's', 'hair', '?']","['yes', 'blonde', 'yellow']","['yes', 'blonde', 'yellow']"
3217,1032,preprocessed/img\img_train\abstract_v002_train2015_000000001032.png,10321,Is it hot in this room?,"['is', 'it', 'hot', 'in', 'this', 'room', '?']","['yes', 'n', 'no', 'little']","['little', 'yes', 'no', 'n']"
3218,1032,preprocessed/img\img_train\abstract_v002_train2015_000000001032.png,10322,Where is the TV?,"['where', 'is', 'the', 'tv', '?']","['mantle', '1', 'mantel', 'top chimney', 'fireplace']","['mantle', '1', 'mantel', 'top chimney', 'fireplace']"
